cohort,agent,t_offset_s
active,0,403140.609
active,1,403141.063
active,2,403220.587
active,9,403222.254
active,1,403261.226
active,3,403380.765
active,5,403510.795
active,2,403513.897
active,3,403620.975
active,3,403740.629
active,4,403751.368
active,2,403751.37
active,4,403870.554
active,0,403980.681
active,1,403981.139
active,8,404108.001
active,5,404111.084
active,2,404115.11
active,4,404119.58
active,2,404171.352
active,3,404220.966
active,2,404231.045
active,0,404340.531
active,3,404340.944
active,2,404350.763
active,4,404350.956
active,9,404408.301
active,2,404414.134
active,5,404650.925
active,7,404714.78
active,0,404820.648
active,3,404820.831
active,0,404880.991
active,2,404951.011
active,0,405001.033
active,6,405007.67
active,8,405007.917
active,0,405121.051
active,3,405121.057
active,4,405130.612
active,3,405301.249
active,6,405304.66
active,8,405304.9
active,9,405307.701
active,5,405370.939
active,4,405431.216
active,2,405431.227
active,4,405550.745
active,5,405611.176
active,5,405671.319
active,3,405960.56
active,0,406080.725
active,3,406080.728
active,1,406080.94
active,0,406140.937
active,0,406200.634
active,2,406213.711
active,4,406270.735
active,5,406390.71
active,0,406440.592
active,3,406440.924
active,0,406501.502
active,3,406501.504
active,6,406504.993
active,8,406505.319
active,0,406560.675
active,3,406621.157
active,4,406630.831
active,2,406631.517
active,4,406690.687
active,4,406750.855
active,3,406809.478
active,2,406822.632
active,2,406930.955
active,4,406931.292
active,0,407040.939
active,3,407221.152
active,0,407280.529
active,3,407280.924
active,5,407290.707
active,0,407400.479
active,0,407460.691
active,2,407530.647
active,5,407651.323
active,3,407704.636
active,2,407714.883
active,2,407831.208
active,3,407880.828
active,2,407950.566
active,3,408001.348
active,5,408010.702
active,0,408060.739
active,0,408120.759
active,3,408120.965
active,1,408180.802
active,1,408301.328
active,4,408317.947
active,1,408360.654
active,5,408430.864
active,2,408431.466
active,0,408480.885
active,2,408490.927
active,4,408550.891
active,0,408600.674
active,1,408601.468
active,3,408605.268
active,5,408611.653
active,5,408731.028
active,4,408791.037
active,2,408791.184
active,2,408850.772
active,4,408851.084
active,5,408851.085
active,8,408904.91
active,5,408971.321
active,0,409140.48
active,5,409211.252
active,3,409320.53
active,1,409380.907
active,5,409390.574
active,1,409440.623
active,3,409440.92
active,5,409511.425
active,2,409690.559
active,0,409740.52
active,3,409740.947
active,9,409807.985
active,2,409813.722
active,4,409817.409
active,5,409870.618
active,1,409920.717
active,2,409930.902
active,4,410050.942
active,2,410051.413
active,3,410101.499
active,2,410113.5
active,7,410114.37
active,2,410351.193
active,3,410409.339
active,6,410419.129
active,2,410421.012
active,2,410470.667
active,4,410471.143
active,3,410520.504
active,0,410580.597
active,1,410580.947
active,8,410705.397
active,2,410714.082
active,5,411010.751
active,4,411017.758
active,3,411120.652
active,1,411240.859
active,5,411310.503
active,7,411315.496
active,1,411360.578
active,4,411430.529
active,6,411604.964
active,0,411660.864
active,0,411720.966
active,4,411851.447
active,8,411904.962
active,4,411917.347
active,4,411970.612
active,1,412020.728
active,0,412140.621
active,3,412140.684
active,8,412208.929
active,3,412260.524
active,4,412331.284
active,4,412391.157
active,1,412440.558
active,2,412450.638
active,4,412451.204
active,7,412514.734
active,2,412570.773
active,0,412680.681
active,3,412740.959
active,0,412801.181
active,7,412814.488
active,1,412860.736
active,4,412930.856
active,4,413120.667
active,1,413281.103
active,1,413340.911
active,1,413401.189
active,2,413414.461
active,0,413460.936
active,4,413530.814
active,2,413531.118
active,5,413531.119
active,4,413590.648
active,0,413640.877
active,0,413760.602
active,1,413880.648
active,5,413950.599
active,0,414000.764
active,8,414019.429
active,5,414130.687
active,2,414130.953
active,0,414300.792
active,3,414600.867
active,1,414661.143
active,4,414970.701
active,2,414970.703
active,5,414971.072
active,1,415021.184
active,5,415030.98
active,0,415081.143
active,2,415091.227
active,3,415201.308
active,7,415214.682
active,0,415260.837
active,3,415321.001
active,0,415440.861
active,4,415450.654
active,2,415450.953
active,0,415500.65
active,1,415500.997
active,3,415501.245
active,9,415508.188
active,4,415517.509
active,0,415561.065
active,5,415570.891
active,4,415691.062
active,1,416100.951
active,5,416111.19
active,0,416220.864
active,1,416340.75
active,0,416400.789
active,1,416401.477
active,2,416470.716
active,1,416641.032
active,0,416700.537
active,1,416881.145
active,2,416891.379
active,0,417001.288
active,3,417001.406
active,8,417005.402
active,3,417060.629
active,0,417060.935
active,4,417071.01
active,3,417180.745
active,5,417251.367
active,6,417305.049
active,7,417314.701
active,4,417317.669
active,2,417370.92
active,0,417420.658
active,0,417481.115
active,4,417490.694
active,0,417541.186
active,5,417550.945
active,4,417551.197
active,0,417600.599
active,8,417619.013
active,3,417660.974
active,3,417720.683
active,4,417730.621
active,2,417913.622
active,3,417961.099
active,4,418151.058
active,3,418201.438
active,6,418205.439
active,0,418260.536
active,4,418331.276
active,1,418440.631
active,8,418507.723
active,1,418561.154
active,4,418571.203
active,0,418620.914
active,4,418630.858
active,5,418631.237
active,2,418691.238
active,5,418750.681
active,9,418808.688
active,1,419040.692
active,8,419105.514
active,3,419161.015
active,0,419220.433
active,3,419220.823
active,0,419280.812
active,3,419280.912
active,6,419407.622
active,7,419416.207
active,2,419470.625
active,5,419470.797
active,0,419521.106
active,2,419531.25
active,4,419531.254
active,0,419580.57
active,3,419580.901
active,4,419591.169
active,5,419711.339
active,1,419761.099
active,0,419820.865
active,4,419831.305
active,4,419890.781
active,5,419891.261
active,5,420011.287
active,3,420181.013
active,6,420307.606
active,9,420311.4
active,0,420360.826
active,0,420541.063
active,5,420551.228
active,3,420601.396
active,9,420608.511
active,1,420660.589
active,1,420721.244
active,4,420791.296
active,4,420971.354
active,1,421021.023
active,2,421030.761
active,4,421031.386
active,5,421031.398
active,1,421140.901
active,5,421150.999
active,9,421219.42
active,0,421260.668
active,0,421380.529
active,2,421391.151
active,1,421440.532
active,5,421450.62
active,2,421450.872
active,4,421451.183
active,1,421501.386
active,3,421561.207
active,1,421740.866
active,6,421804.88
active,2,421813.612
active,0,422040.611
active,4,422050.842
active,2,422050.843
active,6,422107.378
active,9,422110.679
active,2,422114.914
active,0,422160.762
active,5,422171.256
active,3,422220.958
active,0,422220.961
active,5,422290.518
active,2,422291.045
active,0,422400.545
active,9,422407.828
active,5,422411.404
active,2,422413.502
active,4,422470.529
active,4,422590.861
active,0,422701.179
active,9,422707.591
active,2,422831.195
active,8,423007.593
active,3,423060.737
active,0,423060.878
active,2,423130.62
active,1,423180.783
active,0,423240.429
active,1,423300.59
active,0,423301.095
active,1,423361.011
active,0,423361.015
active,4,423370.863
active,0,423420.509
active,5,423431.215
active,4,423431.268
active,2,423431.412
active,3,423480.635
active,0,423480.922
active,2,423551.387
active,4,423617.828
active,1,423660.989
active,3,423780.772
active,4,423919.189
active,0,423961.002
active,1,424080.882
active,1,424141.134
active,1,424380.553
active,5,424450.787
active,1,424500.57
active,2,424513.914
active,4,424516.489
active,2,424571.019
active,1,424680.919
active,4,424690.782
active,2,424750.73
active,3,424809.402
active,6,424816.041
active,9,424819.556
active,7,424823.574
active,2,424870.822
active,2,424931.145
active,1,425041.093
active,2,425051.0
active,9,425108.008
active,3,425160.622
active,0,425220.637
active,1,425281.169
active,3,425281.175
active,3,425340.593
active,3,425401.427
active,5,425410.951
active,4,425417.649
active,4,425470.96
active,0,425520.565
active,1,425520.93
active,2,425530.605
active,2,425591.285
active,4,425650.893
active,9,425711.859
active,5,425711.959
active,2,425715.364
active,1,425761.081
active,2,425770.903
active,3,425880.996
active,2,425891.049
active,1,425940.755
active,1,426001.023
active,5,426011.114
active,4,426018.003
active,0,426180.572
active,0,426240.502
active,1,426240.704
active,5,426310.926
active,4,426317.943
active,1,426360.757
active,1,426480.924
active,1,426541.144
active,0,426600.839
active,1,426601.495
active,9,426612.723
active,0,426660.646
active,2,426671.024
active,4,426791.116
active,1,426840.986
active,0,426840.989
active,2,426850.832
active,1,426900.726
active,0,426900.727
active,8,426904.871
active,4,426917.139
active,0,426960.601
active,2,426971.001
active,2,427031.155
active,3,427080.964
active,0,427140.603
active,2,427150.612
active,4,427151.209
active,5,427210.712
active,1,427260.78
active,5,427330.738
active,2,427331.194
active,0,427380.873
active,5,427391.294
active,2,427450.869
active,1,427501.589
active,9,427509.717
active,1,427561.097
active,4,427570.867
active,1,427680.887
active,5,427750.943
active,6,427804.346
active,9,427807.97
active,7,427814.092
active,3,427860.56
active,1,427860.987
active,0,427920.872
active,0,427980.667
active,1,427981.138
active,2,427991.341
active,2,428050.723
active,4,428051.12
active,9,428108.112
active,3,428161.239
active,4,428170.785
active,2,428171.134
active,3,428221.189
active,4,428230.78
active,1,428280.895
active,4,428350.788
active,6,428416.05
active,2,428422.161
active,2,428530.877
active,3,428580.978
active,5,428590.602
active,0,428640.971
active,4,428650.799
active,2,428770.993
active,5,428771.303
active,1,428881.006
active,4,428951.23
active,3,429001.197
active,7,429014.492
active,3,429060.82
active,5,429070.736
active,1,429180.918
active,3,429181.189
active,1,429240.592
active,5,429250.728
active,6,429307.94
active,8,429308.512
active,4,429318.609
active,3,429360.964
active,1,429420.877
active,5,429431.285
active,0,429601.421
active,1,429660.755
active,3,429720.801
active,4,429730.816
active,3,429841.074
active,4,429917.952
active,5,429971.121
active,4,430030.918
active,1,430141.073
active,1,430201.446
active,2,430215.318
active,1,430260.777
active,4,430331.285
active,3,430501.252
active,5,430511.538
active,3,430561.183
active,0,430561.186
active,5,430690.603
active,1,430801.036
active,3,430801.357
active,0,430920.735
active,3,430980.533
active,1,430980.876
active,1,431040.989
active,0,431100.951
active,4,431351.133
active,8,431404.938
active,5,431411.566
active,1,431460.479
active,3,431640.72
active,1,431701.227
active,6,431704.86
active,8,431705.113
active,0,431761.052
active,5,431771.37
active,0,431821.252
active,2,431950.625
median,9,30583.989
median,9,31441.254
median,2,32403.094
median,9,32521.191
median,9,32881.078
median,0,43206.446
median,3,48615.488
median,6,49097.43
median,6,49232.232
median,6,49277.438
median,4,50432.508
median,3,50436.721
median,4,52214.41
median,5,53120.476
median,1,59400.89
median,2,61206.387
median,4,61222.687
median,4,64822.443
median,3,68427.942
median,1,72001.233
median,0,86406.985
median,7,113420.069
median,2,115202.928
median,0,115207.884
median,0,129607.966
median,0,133208.152
median,8,135015.383
median,8,135191.099
median,6,135632.97
median,6,135797.242
median,0,136821.683
median,0,140420.209
median,5,141317.961
median,5,143118.025
median,2,144005.459
median,5,144917.93
median,3,145818.568
median,1,147600.933
median,2,154807.407
median,5,155719.154
median,7,157801.216
median,8,221531.118
median,6,222257.198
median,6,222339.393
median,4,223231.822
median,3,226837.091
median,1,232201.338
median,3,235816.742
median,2,237608.532
median,1,239400.588
median,1,241201.15
median,4,241223.464
median,3,243019.545
median,5,243936.201
median,7,244201.331
median,7,244560.903
median,7,244620.722
median,7,244801.174
median,0,255607.705
median,0,266406.626
median,0,280805.304
median,2,298803.351
